Date,Category,Amount
2023-05-27,Household,157.52894794282244
2023-05-28,Transport,66.70951285700619
2023-05-29,Clothing,75.32301445247124
2023-05-30,Transport,132.62520085899192
2023-05-31,Food,141.83608118371217
2023-06-01,Transport,135.33981704045618
2023-06-02,Clothing,49.12793883704974
2023-06-03,Transport,114.84572968112292
2023-06-04,Entertainment,128.09586287768462
2023-06-05,Entertainment,60.635603691363336
2023-06-06,Household,110.56976949404829
2023-06-07,Transport,188.63346281017175
2023-06-08,Entertainment,88.89265657079179
2023-06-09,Clothing,57.31137035109106
2023-06-10,Clothing,12.014405638462499
2023-06-11,Transport,178.68437160871
2023-06-12,Clothing,30.03778121687761
2023-06-13,Household,66.63722402516427
2023-06-14,Household,52.96468228448716
2023-06-15,Transport,150.7413790820582
2023-06-16,Food,186.28826215231794
2023-06-17,Food,193.492771802498
2023-06-18,Transport,92.8585342301622
2023-06-19,Entertainment,49.779699897265004
2023-06-20,Transport,160.16907475737696
2023-06-21,Food,186.55271490409453
2023-06-22,Food,145.66221790412422
2023-06-23,Clothing,192.1435256993216
2023-06-24,Transport,112.17033053491416
2023-06-25,Transport,89.01299650463359
2023-06-26,Transport,72.9812007937879
2023-06-27,Transport,101.36062059275143
2023-06-28,Transport,140.19361227436468
2023-06-29,Entertainment,102.24442172039568
2023-06-30,Entertainment,192.99277387804733
2023-07-01,Food,95.55905914703293
2023-07-02,Entertainment,55.817330624804924
2023-07-03,Entertainment,21.789244144805558
2023-07-04,Household,107.38302972408326
2023-07-05,Transport,165.73418993896445
2023-07-06,Household,135.6359934312864
2023-07-07,Food,160.70957622019074
2023-07-08,Household,40.890619253589335
2023-07-09,Entertainment,104.126068928281
2023-07-10,Food,70.0864521897484
2023-07-11,Clothing,16.66655408336219
2023-07-12,Clothing,182.03259430416114
2023-07-13,Food,150.20737333006528
2023-07-14,Entertainment,86.68103403869014
2023-07-15,Household,27.179337693296624
2023-07-16,Food,56.3935378984964
2023-07-17,Entertainment,124.32324494568613
2023-07-18,Household,97.21147890977286
2023-07-19,Household,52.90272894986427
2023-07-20,Food,16.963866427015887
2023-07-21,Transport,159.81665758064938
2023-07-22,Clothing,46.64746108640354
2023-07-23,Entertainment,44.62045450753827
2023-07-24,Transport,145.03904958747077
2023-07-25,Entertainment,196.17959648702322
2023-07-26,Household,65.30931280505581
2023-07-27,Household,119.6874482332317
2023-07-28,Entertainment,176.18007262094451
2023-07-29,Household,106.73821665351402
2023-07-30,Household,191.56248355511377
2023-07-31,Household,51.999457924506615
2023-08-01,Clothing,187.5284967714517
2023-08-02,Clothing,96.7168971232825
2023-08-03,Food,133.41884796614912
2023-08-04,Clothing,65.0127948405673
2023-08-05,Household,64.74051569052253
2023-08-06,Food,106.95714441532033
2023-08-07,Food,194.13302610572381
2023-08-08,Household,38.81769751149447
2023-08-09,Household,74.3866684568054
2023-08-10,Household,171.08826443106503
2023-08-11,Entertainment,175.91757667688466
2023-08-12,Entertainment,97.192947210598
2023-08-13,Food,12.877362992454799
2023-08-14,Transport,94.05879930543803
2023-08-15,Food,166.63977214214236
2023-08-16,Transport,68.8398424548985
2023-08-17,Household,48.125867287031895
2023-08-18,Transport,87.79814819619628
2023-08-19,Entertainment,92.89692885404466
2023-08-20,Household,167.56476196153886
2023-08-21,Clothing,184.70394511680135
2023-08-22,Clothing,47.60088860842952
2023-08-23,Clothing,85.60650397659803
2023-08-24,Clothing,39.77775851538061
2023-08-25,Transport,172.6690107950442
2023-08-26,Entertainment,31.61659033468659
2023-08-27,Household,196.4057834467032
2023-08-28,Clothing,71.934725716468
2023-08-29,Clothing,15.746394700262531
2023-08-30,Food,99.18352875208448
2023-08-31,Food,35.88201206346815
2023-09-01,Clothing,162.4461733227527
2023-09-02,Household,12.93953790087861
2023-09-03,Clothing,58.08430835819781
2023-09-04,Entertainment,181.58916977556737
2023-09-05,Food,28.08922676262308
2023-09-06,Transport,135.15624627515672
2023-09-07,Household,73.54075127321167
2023-09-08,Entertainment,72.97136138343012
2023-09-09,Food,49.88548597672154
2023-09-10,Clothing,133.96428301117425
2023-09-11,Household,114.21139638932537
2023-09-12,Household,118.9108381230674
2023-09-13,Entertainment,127.58831091895294
2023-09-14,Household,36.49265433729897
2023-09-15,Transport,10.671333106454293
2023-09-16,Entertainment,57.344017636263764
2023-09-17,Household,163.45431964476498
2023-09-18,Food,108.07822646462225
2023-09-19,Clothing,93.66942357556479
2023-09-20,Transport,22.17413504150031
2023-09-21,Entertainment,28.384304504696882
2023-09-22,Transport,156.84879566247537
2023-09-23,Transport,38.70196968256665
2023-09-24,Entertainment,55.58358724543023
2023-09-25,Food,11.48497109350173
2023-09-26,Clothing,112.71770027529456
2023-09-27,Transport,55.30757340293685
2023-09-28,Household,199.75113772314845
2023-09-29,Entertainment,132.5942316407228
2023-09-30,Transport,26.53109207222329
2023-10-01,Transport,162.0398797969271
2023-10-02,Entertainment,162.84306645244337
2023-10-03,Household,179.50548145863232
2023-10-04,Household,198.89458195428077
2023-10-05,Food,75.31738806888393
2023-10-06,Household,198.25952959273167
2023-10-07,Household,29.11651013759739
2023-10-08,Food,37.62834031233182
2023-10-09,Household,55.69855341718682
2023-10-10,Entertainment,191.4544588683079
2023-10-11,Food,159.14839191041685
2023-10-12,Entertainment,173.05244169345553
2023-10-13,Transport,192.72119293814131
2023-10-14,Household,58.32070773334848
2023-10-15,Food,144.21781061190248
2023-10-16,Food,138.4985332191107
2023-10-17,Transport,139.1484871552873
2023-10-18,Clothing,75.51883687907397
2023-10-19,Transport,24.414261288246802
2023-10-20,Food,127.911194618183
2023-10-21,Transport,196.97499909616818
2023-10-22,Household,97.6513360102517
2023-10-23,Household,31.322380540319
2023-10-24,Clothing,95.15526773421453
2023-10-25,Household,174.6052953730077
2023-10-26,Food,68.21122587161227
2023-10-27,Food,126.33073311377342
2023-10-28,Food,70.09257693961102
2023-10-29,Entertainment,50.848872667376966
2023-10-30,Food,92.49428654196804
2023-10-31,Clothing,161.2332564769472
2023-11-01,Food,149.26972035288773
2023-11-02,Food,130.8786567596452
2023-11-03,Food,70.48892729783063
2023-11-04,Household,68.3831778944695
2023-11-05,Household,72.22154872431624
2023-11-06,Transport,191.81623437144935
2023-11-07,Household,100.3773172906611
2023-11-08,Clothing,104.20906406255256
2023-11-09,Household,199.84129551245186
2023-11-10,Transport,32.34029853453532
2023-11-11,Household,161.41586747870963
2023-11-12,Clothing,66.9146792946795
2023-11-13,Clothing,165.81642185649002
2023-11-14,Transport,126.7257368577759
2023-11-15,Entertainment,188.49357010380342
2023-11-16,Household,79.99096462723072
2023-11-17,Transport,103.13091417921969
2023-11-18,Transport,125.91609874422689
2023-11-19,Clothing,49.56903396965242
2023-11-20,Food,185.5328094662703
2023-11-21,Transport,127.40246980792668
2023-11-22,Entertainment,20.53096455775691
2023-11-23,Transport,186.61935727532108
2023-11-24,Food,172.94708856464987
2023-11-25,Clothing,137.23992621850869
2023-11-26,Entertainment,109.64654946513862
2023-11-27,Household,115.79636482127594
2023-11-28,Transport,169.08196741852026
2023-11-29,Entertainment,80.84592456727866
2023-11-30,Entertainment,24.34821701625477
2023-12-01,Transport,88.87975231302624
2023-12-02,Clothing,145.6607285598119
2023-12-03,Clothing,95.71559252659074
2023-12-04,Clothing,120.67145502018296
2023-12-05,Transport,36.63938077184872
2023-12-06,Entertainment,27.50825824157957
2023-12-07,Clothing,12.618050366651708
2023-12-08,Clothing,46.30449842727211
2023-12-09,Transport,70.05726686205995
2023-12-10,Entertainment,13.763813103733938
2023-12-11,Transport,46.31655244384829
2023-12-12,Clothing,72.04200576748948
2023-12-13,Transport,123.81753068394747
2023-12-14,Food,142.21165426192388
2023-12-15,Clothing,156.4371149544007
2023-12-16,Transport,98.52277672395148
2023-12-17,Entertainment,103.56354238933157
2023-12-18,Transport,131.50939679838604
2023-12-19,Entertainment,179.09371966713204
2023-12-20,Food,29.13925122780045
2023-12-21,Clothing,152.18502843202543
2023-12-22,Food,66.31466690795628
2023-12-23,Food,178.0126385680395
2023-12-24,Food,63.756222118854375
2023-12-25,Transport,105.44205975102587
2023-12-26,Entertainment,29.588392130764085
2023-12-27,Clothing,50.316416908110654
2023-12-28,Clothing,56.10413522147445
2023-12-29,Entertainment,148.93407955807544
2023-12-30,Transport,178.52481672157091
2023-12-31,Clothing,142.2011405373056
2024-01-01,Household,157.86885741944022
2024-01-02,Entertainment,48.96970064581952
2024-01-03,Entertainment,89.65777341294555
2024-01-04,Clothing,154.68820378363677
2024-01-05,Household,132.63572116873615
2024-01-06,Food,156.59217128292596
2024-01-07,Household,55.48083852716759
2024-01-08,Clothing,151.2378132699254
2024-01-09,Clothing,120.1501109281692
2024-01-10,Household,181.28787812052641
2024-01-11,Transport,87.20014006342534
2024-01-12,Clothing,35.319026441586786
2024-01-13,Transport,153.66789606124195
2024-01-14,Transport,67.88169932478519
2024-01-15,Food,64.07666358893003
2024-01-16,Food,167.6809746779486
2024-01-17,Clothing,42.05020845279166
2024-01-18,Food,14.259701561378112
2024-01-19,Clothing,149.6862170012807
2024-01-20,Food,56.32262474699252
2024-01-21,Entertainment,174.06667284980628
2024-01-22,Clothing,145.53502005030052
2024-01-23,Household,87.16592239235266
2024-01-24,Transport,97.53008834037647
2024-01-25,Entertainment,195.07871605823777
2024-01-26,Clothing,45.24802115506645
2024-01-27,Household,65.01274227747089
2024-01-28,Food,159.6621797866795
2024-01-29,Clothing,123.16831830259085
2024-01-30,Food,126.02609544467366
2024-01-31,Transport,196.672962238707
2024-02-01,Entertainment,125.21686822648974
2024-02-02,Food,152.71019429734613
2024-02-03,Food,45.35710853169291
2024-02-04,Entertainment,24.24635524267376
2024-02-05,Transport,146.38584550497225
2024-02-06,Clothing,77.05946916392064
2024-02-07,Household,45.58926588259176
2024-02-08,Food,177.29609463645716
2024-02-09,Entertainment,99.64893015747663
2024-02-10,Household,196.80725267693964
2024-02-11,Food,82.3006574412275
2024-02-12,Food,70.46362976845137
2024-02-13,Household,29.00168358087707
2024-02-14,Entertainment,19.708847278492325
2024-02-15,Food,193.1171407204207
2024-02-16,Transport,33.44082340947668
2024-02-17,Entertainment,37.524470926408284
2024-02-18,Food,19.938572192128067
2024-02-19,Household,48.15892131470183
2024-02-20,Transport,17.884917631918654
2024-02-21,Transport,62.99225022526858
2024-02-22,Household,19.5931609313744
2024-02-23,Household,159.7599804893969
2024-02-24,Transport,164.14749728955684
2024-02-25,Clothing,193.1811777819213
2024-02-26,Food,156.66644188518214
2024-02-27,Clothing,140.16489923503298
2024-02-28,Food,158.7256096169602
2024-02-29,Transport,171.34537236997144
2024-03-01,Transport,126.03366932040038
2024-03-02,Clothing,158.45561925508812
2024-03-03,Household,19.452574998696136
2024-03-04,Transport,138.45641907303994
2024-03-05,Clothing,102.01217513968558
2024-03-06,Clothing,112.21468390558775
2024-03-07,Food,138.97600485814894
2024-03-08,Clothing,79.27040097107155
2024-03-09,Clothing,15.674339724600195
2024-03-10,Clothing,184.62027361941261
2024-03-11,Transport,162.2013537610773
2024-03-12,Household,92.71734431635758
2024-03-13,Household,18.50134204085219
2024-03-14,Food,164.74112135360994
2024-03-15,Entertainment,171.32849294743113
2024-03-16,Transport,14.28118684352392
2024-03-17,Transport,28.463057357494662
2024-03-18,Food,198.18099342014784
2024-03-19,Clothing,30.24870010312683
2024-03-20,Clothing,28.42859330701679
2024-03-21,Entertainment,77.47315508649694
2024-03-22,Entertainment,139.45351914125706
2024-03-23,Household,16.504478165964173
2024-03-24,Transport,24.4984301540295
2024-03-25,Household,89.0706345602399
2024-03-26,Entertainment,117.77142109135927
2024-03-27,Household,157.2022243206499
2024-03-28,Clothing,27.457028712513427
2024-03-29,Entertainment,38.3184775962027
2024-03-30,Clothing,70.80627272101809
2024-03-31,Household,66.82636397663617
2024-04-01,Transport,52.31906535495515
2024-04-02,Food,79.43320430765552
2024-04-03,Clothing,152.52004014556698
2024-04-04,Transport,40.217639042314104
2024-04-05,Clothing,43.07990091476066
2024-04-06,Food,126.22803688318794
2024-04-07,Food,130.51698678900624
2024-04-08,Food,77.71630862185123
2024-04-09,Transport,137.29018761150056
2024-04-10,Household,25.438010022972705
2024-04-11,Entertainment,130.3053982203972
2024-04-12,Food,179.17080384019982
2024-04-13,Household,173.4411578571199
2024-04-14,Entertainment,22.7795692729594
2024-04-15,Food,165.1762243877116
2024-04-16,Entertainment,60.51856915259245
2024-04-17,Transport,29.175148950141015
2024-04-18,Entertainment,32.29880040036674
2024-04-19,Transport,38.149201876524344
2024-04-20,Food,35.98057891370651
2024-04-21,Food,122.54978751233273
2024-04-22,Household,100.4804223421428
2024-04-23,Clothing,18.70726069877142
2024-04-24,Clothing,89.04638235615334
2024-04-25,Entertainment,197.07882751316527
2024-04-26,Clothing,115.459537931507
2024-04-27,Entertainment,104.38930850588133
2024-04-28,Household,75.86844262300774
2024-04-29,Transport,117.812807509039
2024-04-30,Entertainment,104.99682551076361
2024-05-01,Transport,123.0824660595015
2024-05-02,Food,168.38669188887775
2024-05-03,Clothing,85.52460141509158
2024-05-04,Food,94.19160135690959
2024-05-05,Household,46.76590916409549
2024-05-06,Transport,173.04762008700575
2024-05-07,Household,184.14063563421004
2024-05-08,Transport,156.11195779220057
2024-05-09,Household,53.986210878289654
2024-05-10,Clothing,80.7617799905018
2024-05-11,Entertainment,181.04479269200127
2024-05-12,Food,10.37647319678768
2024-05-13,Clothing,167.98989007173293
2024-05-14,Household,85.13665626826182
2024-05-15,Entertainment,186.04942275610304
2024-05-16,Clothing,170.31090836787172
2024-05-17,Transport,110.6570006870375
2024-05-18,Household,128.50697574055494
2024-05-19,Food,127.6402295738135
2024-05-20,Food,37.32378616761312
2024-05-21,Transport,88.2568623547442
2024-05-22,Transport,81.74330815031401
2024-05-23,Entertainment,153.92590796303944
2024-05-24,Clothing,133.76419205011211
2024-05-25,Entertainment,25.23276028433361
2024-05-26,Household,21.637547117443738
2024-05-27,Entertainment,138.39807200247753
2024-05-28,Food,198.80826179857664
2024-05-29,Household,165.2044727177388
2024-05-30,Household,64.83319060840846
2024-05-31,Clothing,61.61633201859276
2024-06-01,Household,75.77682636121554
2024-06-02,Household,186.85324681537952
2024-06-03,Clothing,111.12446303729968
2024-06-04,Transport,60.443599136197186
2024-06-05,Food,77.41919330259923
2024-06-06,Clothing,140.7993290220844
2024-06-07,Food,100.84119793429525
2024-06-08,Transport,88.734232061315
2024-06-09,Clothing,186.9219235240396
2024-06-10,Transport,65.7795180584047
2024-06-11,Household,92.35229925692983
2024-06-12,Clothing,20.185142331911553
2024-06-13,Transport,30.01661812180178
2024-06-14,Food,25.57929801684787
2024-06-15,Clothing,57.84685324229834
2024-06-16,Transport,139.48496227020436
2024-06-17,Entertainment,81.43343170722913
2024-06-18,Household,79.43888655354765
2024-06-19,Clothing,182.56340971809982
2024-06-20,Transport,39.44588027334418
2024-06-21,Household,76.29600009525737
2024-06-22,Household,110.260198650316
2024-06-23,Household,196.57882630075443
2024-06-24,Clothing,51.16713312880808
2024-06-25,Entertainment,52.314613858368176
2024-06-26,Transport,69.34698198478138
2024-06-27,Household,173.57599809909695
2024-06-28,Clothing,40.15392376377045
2024-06-29,Household,199.15264300540943
2024-06-30,Food,25.002211505565043
2024-07-01,Food,195.4690191335956
2024-07-02,Clothing,186.53896658354256
2024-07-03,Transport,181.26438405866583
2024-07-04,Clothing,36.29354575656316
2024-07-05,Household,172.03977998843993
2024-07-06,Food,20.818726705896648
2024-07-07,Transport,162.83604093881183
2024-07-08,Entertainment,194.7257675188093
2024-07-09,Clothing,117.67533084167671
2024-07-10,Household,36.25506961096
2024-07-11,Food,48.17696956241313
2024-07-12,Household,154.81094357343468
2024-07-13,Household,102.5631292725597
2024-07-14,Household,34.35522186500246
2024-07-15,Clothing,172.42562357982715
2024-07-16,Household,132.32065530727374
2024-07-17,Entertainment,161.23898974795497
2024-07-18,Food,95.65900398614818
2024-07-19,Clothing,44.26722043594756
2024-07-20,Household,85.22898983960141
2024-07-21,Entertainment,175.59622368340206
2024-07-22,Entertainment,51.61924833664657
2024-07-23,Transport,196.6552983353799
2024-07-24,Household,191.18066256321882
2024-07-25,Household,128.71470620440954
2024-07-26,Transport,198.54017645424656
2024-07-27,Entertainment,112.99441650663509
2024-07-28,Entertainment,185.85234356693383
2024-07-29,Household,40.05269883880136
2024-07-30,Clothing,32.5674832414027
2024-07-31,Household,144.9603243171325
2024-08-01,Clothing,65.09685732317112
2024-08-02,Household,196.34272065961153
2024-08-03,Clothing,96.16023733335896
2024-08-04,Transport,158.91458117574982
2024-08-05,Food,125.38736917666668
2024-08-06,Household,109.6813397442913
2024-08-07,Transport,156.1359467883956
2024-08-08,Entertainment,41.93062606502398
2024-08-09,Transport,51.94079122114201
2024-08-10,Clothing,152.56744479969325
2024-08-11,Transport,49.41704567709202
2024-08-12,Household,126.03068201832266
2024-08-13,Entertainment,165.4584282297448
2024-08-14,Entertainment,55.046227404679684
2024-08-15,Food,11.189754510890754
2024-08-16,Transport,89.44358715396594
2024-08-17,Household,149.8122271510557
2024-08-18,Food,123.53383132689103
2024-08-19,Transport,55.25796831780328
2024-08-20,Household,134.2092592849079
2024-08-21,Household,140.17005630596427
2024-08-22,Entertainment,37.92410535566067
2024-08-23,Household,15.944958439846523
2024-08-24,Food,154.0441758196919
2024-08-25,Clothing,184.93434258882164
2024-08-26,Food,125.48885576745066
2024-08-27,Food,160.45428530964685
2024-08-28,Food,86.91133800046465
2024-08-29,Household,37.696275413618594
2024-08-30,Household,154.38093472547288
2024-08-31,Household,94.63189967240672
2024-09-01,Household,64.52997324711009
2024-09-02,Food,37.532714753837006
2024-09-03,Food,76.29223500181826
2024-09-04,Entertainment,167.96741293057022
2024-09-05,Food,90.00615557879298
2024-09-06,Transport,29.36961922975921
2024-09-07,Household,164.8239020117071
2024-09-08,Transport,148.27448155475977
2024-09-09,Entertainment,180.16427071465125
2024-09-10,Clothing,47.48393447345536
2024-09-11,Transport,115.67951453861966
2024-09-12,Household,113.98969394687862
2024-09-13,Food,160.29290489565565
2024-09-14,Household,154.8311033835814
2024-09-15,Clothing,157.88158506785643
2024-09-16,Household,13.359269615021276
2024-09-17,Clothing,146.94897302992038
2024-09-18,Transport,82.78136766275493
2024-09-19,Clothing,186.4839863303829
2024-09-20,Food,197.90741056220358
2024-09-21,Clothing,189.67578486555306
2024-09-22,Food,107.63378143580864
2024-09-23,Household,152.0006863690206
2024-09-24,Clothing,110.92666349445031
2024-09-25,Clothing,59.36089664724057
2024-09-26,Clothing,106.85539966760231
2024-09-27,Food,39.792860692842794
2024-09-28,Food,155.99139111349277
2024-09-29,Entertainment,146.9217420576368
2024-09-30,Entertainment,71.3769942918954
2024-10-01,Entertainment,146.4414526157698
2024-10-02,Entertainment,196.22375509815643
2024-10-03,Transport,173.64293382136646
2024-10-04,Household,72.62960269181711
2024-10-05,Entertainment,175.79736270745627
2024-10-06,Household,117.58609219703843
2024-10-07,Household,44.21556361911674
2024-10-08,Food,195.37383199042878
2024-10-09,Household,101.08560801185634
2024-10-10,Entertainment,23.4852807430816
2024-10-11,Household,52.527472790373054
2024-10-12,Transport,20.993958384642543
2024-10-13,Food,131.85298593650737
2024-10-14,Clothing,104.7422295815186
2024-10-15,Household,24.6222087300131
2024-10-16,Household,147.24485920594822
2024-10-17,Transport,72.58676944046255
2024-10-18,Food,61.13561679720744
2024-10-19,Transport,130.01356834344807
2024-10-20,Food,157.79670561170929
2024-10-21,Entertainment,177.0614043878627
2024-10-22,Transport,172.6665513029241
2024-10-23,Entertainment,105.64618786468158
2024-10-24,Transport,178.74008466584834
2024-10-25,Food,117.74549317752734
2024-10-26,Transport,70.87941854845798
2024-10-27,Transport,116.97247677671473
2024-10-28,Food,36.51102745069416
2024-10-29,Food,175.30467704931837
2024-10-30,Food,137.0253205661156
2024-10-31,Entertainment,100.73763278039013
2024-11-01,Food,43.86024792739296
2024-11-02,Clothing,17.17866907192898
2024-11-03,Food,112.65089544357444
2024-11-04,Household,67.13345463172088
2024-11-05,Household,59.7841535194151
2024-11-06,Entertainment,176.95800682920628
2024-11-07,Entertainment,47.775773642607874
2024-11-08,Transport,33.705283911125804
2024-11-09,Transport,125.62170318931898
2024-11-10,Food,105.27410358410644
2024-11-11,Transport,112.76434483151547
2024-11-12,Transport,58.56001860828005
2024-11-13,Entertainment,136.70224696582213
2024-11-14,Household,50.3637928331129
2024-11-15,Entertainment,85.06804555905094
2024-11-16,Entertainment,189.16733949654213
2024-11-17,Transport,133.62159416099638
2024-11-18,Household,96.68721988621627
2024-11-19,Clothing,190.9800202676451
2024-11-20,Entertainment,10.61060918396035
2024-11-21,Food,177.88586475216383
2024-11-22,Household,159.6065936457574
2024-11-23,Entertainment,34.879701886662815
2024-11-24,Food,42.61519867941095
2024-11-25,Entertainment,167.74068306114089
2024-11-26,Entertainment,160.14815563640084
2024-11-27,Food,133.92695927135696
2024-11-28,Entertainment,77.07815403861346
2024-11-29,Food,166.14523853173068
2024-11-30,Food,161.50140156730063
2024-12-01,Transport,30.91720138970926
2024-12-02,Entertainment,46.254105214682184
2024-12-03,Food,41.70964915900733
2024-12-04,Household,35.70128543314736
2024-12-05,Entertainment,130.1425468607301
2024-12-06,Clothing,50.14664099940623
2024-12-07,Household,35.88920627598969
2024-12-08,Transport,153.7507756048842
2024-12-09,Entertainment,37.05986795360293
2024-12-10,Entertainment,159.64332703970567
2024-12-11,Clothing,126.86592745484789
2024-12-12,Clothing,15.401455846663607
2024-12-13,Food,184.34446985213543
2024-12-14,Transport,141.40491220155891
2024-12-15,Entertainment,26.898898907302385
2024-12-16,Food,126.27395017540361
2024-12-17,Household,17.897095161900314
2024-12-18,Household,51.36673811042536
2024-12-19,Entertainment,41.300002837932
2024-12-20,Clothing,142.57167850220114
2024-12-21,Transport,125.81735168343016
2024-12-22,Household,98.9218257154147
2024-12-23,Entertainment,76.17634155333074
2024-12-24,Household,198.68553292505894
2024-12-25,Food,168.92600028298634
2024-12-26,Food,193.26606030474133
2024-12-27,Household,41.09370490175414
2024-12-28,Entertainment,47.563790799927446
2024-12-29,Household,171.12261288922338
2024-12-30,Entertainment,61.2616245859346
2024-12-31,Clothing,115.08396508756641
